CI_DATE,CASH_IN_ID,RETAILER_ID,PAYMENT_METHOD,FINAL_AMOUNT
2/22/2024,5498675,19236,COLLECTION,"3,000"
2/17/2024,5416829,294882,UPG_DIGITAL_WALLET,460
1/1/2024,4739180,153066,UPG_DIGITAL_WALLET,300
2/22/2024,5498738,28926,UPG_DIGITAL_WALLET,"1,800"
2/22/2024,5498890,502026,UPG_DIGITAL_WALLET,"3,000"
2/18/2024,5447750,60930,COLLECTION,"1,000"
1/1/2024,4739824,401832,COLLECTION,"1,000.01"
1/1/2024,4739866,189354,UPG_DIGITAL_WALLET,150
2/20/2024,5479664,233736,UPG_DIGITAL_WALLET,"1,000"
2/19/2024,5461474,473238,UPG_DIGITAL_WALLET,275
1/1/2024,4740127,405306,UPG_DIGITAL_WALLET,"1,000"
2/21/2024,5494291,496422,UPG_DIGITAL_WALLET,40
2/19/2024,5461252,130794,UPG_DIGITAL_WALLET,"2,150"
2/20/2024,5470833,84732,UPG_DIGITAL_WALLET,200
2/19/2024,5461412,559644,UPG_DIGITAL_WALLET,200
2/17/2024,5425928,253686,COLLECTION,"1,000"
2/21/2024,5486031,469764,UPG_DIGITAL_WALLET,490
2/22/2024,5506349,96210,COLLECTION,"1,000"
1/1/2024,4740181,475932,UPG_DIGITAL_WALLET,"1,000"
1/1/2024,4741242,10500,UPG_DIGITAL_WALLET,"1,000"
2/17/2024,5425787,438594,COLLECTION,"1,500"
2/17/2024,5417165,39144,UPG_DIGITAL_WALLET,"1,250"
2/19/2024,5461314,490782,UPG_DIGITAL_WALLET,750
2/22/2024,5503690,110346,COLLECTION,"1,500"
2/22/2024,5507585,611646,UPG_DIGITAL_WALLET,"10,000"
2/17/2024,5425799,185040,UPG_DIGITAL_WALLET,300
1/1/2024,4741534,51012,UPG_DIGITAL_WALLET,100
1/1/2024,4741603,246282,UPG_DIGITAL_WALLET,"1,000"
2/20/2024,5471128,192156,COLLECTION,"1,000"
1/1/2024,4741754,304776,UPG_DIGITAL_WALLET,149
1/1/2024,4741806,271014,UPG_DIGITAL_WALLET,"1,000"
1/1/2024,4740909,448554,UPG_DIGITAL_WALLET,500
2/22/2024,5507622,510858,UPG_DIGITAL_WALLET,500
2/22/2024,5506159,514866,COLLECTION,"1,000"
2/17/2024,5417227,492954,UPG_DIGITAL_WALLET,50
1/1/2024,4742043,359898,UPG_DIGITAL_WALLET,"1,000"
2/22/2024,5507565,328962,UPG_DIGITAL_WALLET,300
1/1/2024,4741764,37134,UPG_DIGITAL_WALLET,500
1/1/2024,4741864,530616,UPG_DIGITAL_WALLET,5
1/1/2024,4742288,393510,COLLECTION,"3,000.01"
1/1/2024,4742316,329316,UPG_DIGITAL_WALLET,"1,000"
2/17/2024,5426117,30594,UPG_DIGITAL_WALLET,"1,000"
1/1/2024,4742230,584958,UPG_DIGITAL_WALLET,"3,000"
1/1/2024,4742625,376830,COLLECTION,700.01
2/20/2024,5480218,502272,UPG_DIGITAL_WALLET,500
2/19/2024,5448807,15666,UPG_DIGITAL_WALLET,"1,000"
2/22/2024,5499078,540936,UPG_DIGITAL_WALLET,300
2/19/2024,5448757,543210,UPG_DIGITAL_WALLET,200
2/17/2024,5417386,18252,COLLECTION,"3,200"
2/20/2024,5471493,70548,UPG_DIGITAL_WALLET,200
1/1/2024,4742838,213288,UPG_DIGITAL_WALLET,70
2/22/2024,5506216,477366,COLLECTION,"1,000"
2/17/2024,5417427,591672,UPG_DIGITAL_WALLET,30
2/17/2024,5417453,13830,COLLECTION,"10,000"
1/1/2024,4742912,423744,UPG_DIGITAL_WALLET,100
1/1/2024,4743151,451734,UPG_DIGITAL_WALLET,200
2/22/2024,5506334,251724,UPG_DIGITAL_WALLET,500
2/22/2024,5499155,607236,UPG_DIGITAL_WALLET,"2,000"
2/19/2024,5462477,397164,COLLECTION,15
2/19/2024,5462272,468162,UPG_DIGITAL_WALLET,500
1/1/2024,4743424,165672,UPG_DIGITAL_WALLET,500
2/19/2024,5462226,474420,UPG_DIGITAL_WALLET,"2,000"
1/1/2024,4743463,117666,UPG_DIGITAL_WALLET,"1,000"
1/1/2024,4743641,510690,UPG_DIGITAL_WALLET,250
1/1/2024,4743746,483642,COLLECTION,"4,000.01"
2/19/2024,5448875,314058,UPG_DIGITAL_WALLET,350
2/19/2024,5462263,166494,UPG_DIGITAL_WALLET,500
2/21/2024,5480331,543348,UPG_DIGITAL_WALLET,100
2/20/2024,5471548,492090,UPG_DIGITAL_WALLET,300
1/1/2024,4743846,550890,UPG_DIGITAL_WALLET,"1,000"
2/18/2024,5434303,206232,UPG_DIGITAL_WALLET,400
2/21/2024,5486234,558678,UPG_DIGITAL_WALLET,10
1/1/2024,4743748,528810,UPG_DIGITAL_WALLET,350
2/19/2024,5462260,505578,UPG_DIGITAL_WALLET,100
2/17/2024,5426250,61698,COLLECTION,950
2/19/2024,5449058,228318,COLLECTION,"2,000"
1/1/2024,4744515,12102,UPG_DIGITAL_WALLET,650
1/1/2024,4744449,71676,COLLECTION,"2,000.01"
1/1/2024,4744404,321678,COLLECTION,0.01
2/21/2024,5486249,376284,UPG_DIGITAL_WALLET,200
1/1/2024,4744129,446040,UPG_DIGITAL_WALLET,"1,000"
2/21/2024,5486256,108060,UPG_DIGITAL_WALLET,"2,500"
1/1/2024,4744284,14562,UPG_DIGITAL_WALLET,"2,000"
2/22/2024,5504081,165672,UPG_DIGITAL_WALLET,300
2/20/2024,5471711,385134,UPG_DIGITAL_WALLET,"1,000"
3/21/2024,5930752,14994,COLLECTION,"1,000"
1/1/2024,4744520,274680,UPG_DIGITAL_WALLET,"2,000"
1/1/2024,4744621,487548,UPG_DIGITAL_WALLET,"2,000"
2/19/2024,5449145,514404,UPG_DIGITAL_WALLET,15
2/21/2024,5480465,509766,COLLECTION,"1,000"
2/17/2024,5417651,122166,COLLECTION,"1,000"
1/1/2024,4745007,485148,UPG_DIGITAL_WALLET,200
2/19/2024,5462944,364092,COLLECTION,"1,000"
2/19/2024,5449152,325848,UPG_DIGITAL_WALLET,"1,000"
2/17/2024,5426467,553620,COLLECTION,"5,000"
2/19/2024,5462890,203856,UPG_DIGITAL_WALLET,"1,000"
2/19/2024,5462640,203052,COLLECTION,"1,000"
2/19/2024,5462763,500622,UPG_DIGITAL_WALLET,10
2/17/2024,5426603,584430,UPG_DIGITAL_WALLET,150
2/19/2024,5449182,230370,UPG_DIGITAL_WALLET,800
2/19/2024,5449216,41244,UPG_DIGITAL_WALLET,200
2/17/2024,5426596,497418,UPG_DIGITAL_WALLET,"1,790"
2/18/2024,5434474,155328,COLLECTION,"1,500"
1/1/2024,4744966,157074,UPG_DIGITAL_WALLET,75
2/21/2024,5495012,582144,UPG_DIGITAL_WALLET,50
1/1/2024,4745275,528306,UPG_DIGITAL_WALLET,"1,000"
2/19/2024,5462892,328962,UPG_DIGITAL_WALLET,300
2/19/2024,5462750,98982,COLLECTION,"4,000"
2/21/2024,5486369,506136,UPG_DIGITAL_WALLET,37
1/1/2024,4745283,521820,UPG_DIGITAL_WALLET,30
2/21/2024,5495143,474060,UPG_DIGITAL_WALLET,"1,100"
2/22/2024,5499467,570228,UPG_DIGITAL_WALLET,212
2/21/2024,5495153,166626,COLLECTION,"2,000"
1/1/2024,4745518,265764,UPG_DIGITAL_WALLET,"1,000"
1/1/2024,4745805,316380,UPG_DIGITAL_WALLET,200
3/22/2024,5939645,570696,UPG_DIGITAL_WALLET,5
2/17/2024,5417802,247038,UPG_DIGITAL_WALLET,"1,000"
2/17/2024,5426680,62550,COLLECTION,"1,500"
2/21/2024,5480577,115956,COLLECTION,"2,000"
1/1/2024,4745752,185040,UPG_DIGITAL_WALLET,200
1/2/2024,4745979,476214,UPG_DIGITAL_WALLET,100
2/21/2024,5486838,69180,UPG_DIGITAL_WALLET,"1,075"
1/2/2024,4746085,26004,UPG_DIGITAL_WALLET,"3,000"
2/21/2024,5480800,454938,UPG_DIGITAL_WALLET,195
2/20/2024,5472195,246942,COLLECTION,"2,000"
2/20/2024,5472069,588030,COLLECTION,"2,000"
2/19/2024,5449584,399378,COLLECTION,"9,900"
2/18/2024,5434710,111774,COLLECTION,"2,000"
2/21/2024,5487075,51750,UPG_DIGITAL_WALLET,100
2/19/2024,5449599,25110,UPG_DIGITAL_WALLET,115
2/20/2024,5472138,495156,UPG_DIGITAL_WALLET,"5,000"
1/2/2024,4746471,488682,UPG_DIGITAL_WALLET,"1,000"
1/2/2024,4746477,393510,UPG_DIGITAL_WALLET,"1,100"
2/21/2024,5480693,492078,UPG_DIGITAL_WALLET,870
1/2/2024,4746711,452382,UPG_DIGITAL_WALLET,500
2/19/2024,5463412,12618,UPG_DIGITAL_WALLET,400
2/17/2024,5417883,530616,UPG_DIGITAL_WALLET,20
2/20/2024,5472250,341238,COLLECTION,"2,000"
1/2/2024,4746948,577092,UPG_DIGITAL_WALLET,50
3/22/2024,5938636,76374,COLLECTION,"1,000"
2/21/2024,5480634,186078,COLLECTION,"2,000"
2/20/2024,5472113,299646,COLLECTION,"2,000"
1/2/2024,4747180,24660,UPG_DIGITAL_WALLET,"1,760"
2/17/2024,5417927,493176,UPG_DIGITAL_WALLET,69
2/19/2024,5463158,74106,COLLECTION,"1,500"
2/17/2024,5426908,37020,COLLECTION,"1,000"
2/17/2024,5427033,559818,UPG_DIGITAL_WALLET,90
2/17/2024,5426813,45012,UPG_DIGITAL_WALLET,100
2/17/2024,5426814,15768,UPG_DIGITAL_WALLET,500
1/2/2024,4747255,72294,COLLECTION,"1,000.01"
1/2/2024,4747313,44220,COLLECTION,"1,000.01"
1/2/2024,4747310,574122,UPG_DIGITAL_WALLET,200
1/2/2024,4747386,277110,UPG_DIGITAL_WALLET,"1,000"
1/2/2024,4747520,531954,COLLECTION,"2,000.01"
2/17/2024,5427001,8826,UPG_DIGITAL_WALLET,"3,000"
2/19/2024,5449756,583872,UPG_DIGITAL_WALLET,10
2/21/2024,5487246,335388,UPG_DIGITAL_WALLET,500
2/22/2024,5507866,518022,UPG_DIGITAL_WALLET,100
2/22/2024,5500008,601266,UPG_DIGITAL_WALLET,200
2/22/2024,5499888,248070,COLLECTION,"1,500"
2/22/2024,5506523,511434,UPG_DIGITAL_WALLET,20
2/21/2024,5487254,68772,COLLECTION,"1,000"
2/21/2024,5495319,389970,UPG_DIGITAL_WALLET,"1,600"
2/17/2024,5418042,611328,UPG_DIGITAL_WALLET,10
2/20/2024,5472734,532554,UPG_DIGITAL_WALLET,154
2/19/2024,5463849,83964,COLLECTION,"6,000"
1/2/2024,4748003,538242,UPG_DIGITAL_WALLET,175
2/21/2024,5480975,148452,COLLECTION,"1,000"
2/20/2024,5472782,102222,COLLECTION,"1,000"
1/2/2024,4748261,521790,UPG_DIGITAL_WALLET,64
3/21/2024,5926510,14244,COLLECTION,"1,000"
2/20/2024,5472403,161172,UPG_DIGITAL_WALLET,"1,000"
1/2/2024,4748366,532716,UPG_DIGITAL_WALLET,"5,000"
2/21/2024,5487530,209940,UPG_DIGITAL_WALLET,"2,000"
2/21/2024,5487580,519528,UPG_DIGITAL_WALLET,"1,250"
1/2/2024,4748425,133338,UPG_DIGITAL_WALLET,5
2/21/2024,5487425,468162,UPG_DIGITAL_WALLET,200
1/2/2024,4748564,110196,COLLECTION,"2,000.01"
2/18/2024,5435016,517866,UPG_DIGITAL_WALLET,100
2/22/2024,5506527,5100,COLLECTION,"2,000"
1/2/2024,4749013,504684,UPG_DIGITAL_WALLET,50
2/19/2024,5463860,96210,COLLECTION,"2,000"
2/21/2024,5481079,5550,UPG_DIGITAL_WALLET,300
2/21/2024,5487567,594684,UPG_DIGITAL_WALLET,200
1/2/2024,4748966,284982,UPG_DIGITAL_WALLET,"1,000"
2/19/2024,5449990,33492,COLLECTION,"1,500"
2/19/2024,5449989,13998,COLLECTION,"1,000"
2/22/2024,5499805,299100,UPG_DIGITAL_WALLET,5
2/22/2024,5507728,26376,COLLECTION,"1,000"
2/18/2024,5435048,498858,UPG_DIGITAL_WALLET,500
2/21/2024,5487541,393630,COLLECTION,"3,000"
2/22/2024,5495580,153342,UPG_DIGITAL_WALLET,500
2/22/2024,5507924,151062,UPG_DIGITAL_WALLET,300
1/2/2024,4749587,218226,UPG_DIGITAL_WALLET,790
1/2/2024,4749458,175698,COLLECTION,"1,000.01"
2/17/2024,5418257,465324,COLLECTION,"2,000"
2/18/2024,5435157,314886,COLLECTION,"1,500"
1/2/2024,4749562,57324,UPG_DIGITAL_WALLET,500
2/18/2024,5435110,493176,UPG_DIGITAL_WALLET,"3,700"
1/2/2024,4749727,16434,UPG_DIGITAL_WALLET,"4,000"
2/19/2024,5464121,546744,UPG_DIGITAL_WALLET,50
1/2/2024,4749904,271968,COLLECTION,"1,000.01"
2/19/2024,5464151,24666,UPG_DIGITAL_WALLET,640
2/17/2024,5427567,326406,UPG_DIGITAL_WALLET,"2,000"
1/2/2024,4750027,7026,UPG_DIGITAL_WALLET,"1,320"
2/17/2024,5418313,595818,UPG_DIGITAL_WALLET,"1,950"
2/17/2024,5418315,266394,COLLECTION,"1,500"
2/17/2024,5427478,206304,UPG_DIGITAL_WALLET,200
2/19/2024,5464055,560178,UPG_DIGITAL_WALLET,"3,600"
2/17/2024,5418346,494802,COLLECTION,"3,000"
2/19/2024,5455694,474414,COLLECTION,"6,000"
2/17/2024,5418349,246798,UPG_DIGITAL_WALLET,200
1/2/2024,4750494,577116,COLLECTION,"4,000.01"
1/2/2024,4750671,69564,UPG_DIGITAL_WALLET,50
1/2/2024,4750666,308166,COLLECTION,700.01
2/21/2024,5487918,68748,COLLECTION,700
1/2/2024,4751110,50142,COLLECTION,"2,000.01"
1/2/2024,4750916,176040,COLLECTION,"2,000.01"
2/22/2024,5504277,124152,UPG_DIGITAL_WALLET,500
1/2/2024,4751080,105228,UPG_DIGITAL_WALLET,"1,000"
3/21/2024,5931390,602256,COLLECTION,"2,000"
1/2/2024,4751140,506592,UPG_DIGITAL_WALLET,500
1/2/2024,4751150,582408,UPG_DIGITAL_WALLET,287
1/2/2024,4751505,479298,UPG_DIGITAL_WALLET,200
1/1/2024,4743411,551226,UPG_DIGITAL_WALLET,400
2/22/2024,5499408,472872,UPG_DIGITAL_WALLET,33
2/19/2024,5462722,493416,UPG_DIGITAL_WALLET,50
2/22/2024,5499611,26538,UPG_DIGITAL_WALLET,"10,000"
1/2/2024,4746175,509406,UPG_DIGITAL_WALLET,200
2/20/2024,5472252,578190,UPG_DIGITAL_WALLET,800
2/18/2024,5434680,117552,UPG_DIGITAL_WALLET,"2,000"
2/19/2024,5463427,507858,UPG_DIGITAL_WALLET,500
2/17/2024,5417891,530616,UPG_DIGITAL_WALLET,7
2/17/2024,5417921,587640,UPG_DIGITAL_WALLET,5
2/21/2024,5480653,583476,UPG_DIGITAL_WALLET,190
2/21/2024,5480966,15972,UPG_DIGITAL_WALLET,500
2/19/2024,5463909,373044,COLLECTION,"2,000"
1/2/2024,4748650,257370,COLLECTION,"2,000.01"
2/19/2024,5449950,442512,COLLECTION,"2,000"
2/19/2024,5463875,255564,UPG_DIGITAL_WALLET,200
1/2/2024,4748980,34422,UPG_DIGITAL_WALLET,"1,000"
1/2/2024,4749313,14940,UPG_DIGITAL_WALLET,"1,500"
2/17/2024,5418216,54276,COLLECTION,"2,000"
2/17/2024,5427573,530484,UPG_DIGITAL_WALLET,100
2/20/2024,5473170,325200,UPG_DIGITAL_WALLET,500
2/21/2024,5487874,116412,UPG_DIGITAL_WALLET,100
1/2/2024,4751318,201372,COLLECTION,"1,000.01"
1/2/2024,4751404,281340,UPG_DIGITAL_WALLET,300
1/2/2024,4751538,13830,UPG_DIGITAL_WALLET,"5,000"
2/22/2024,5504444,317814,UPG_DIGITAL_WALLET,500
2/19/2024,5464640,39426,UPG_DIGITAL_WALLET,300
2/21/2024,5481422,214674,UPG_DIGITAL_WALLET,200
1/2/2024,4751517,519978,UPG_DIGITAL_WALLET,10
2/19/2024,5464500,541602,UPG_DIGITAL_WALLET,10
2/21/2024,5481424,513984,UPG_DIGITAL_WALLET,"10,100"
2/21/2024,5488026,37020,UPG_DIGITAL_WALLET,"1,000"
1/2/2024,4751428,322434,COLLECTION,"2,000.01"
2/19/2024,5464574,479328,UPG_DIGITAL_WALLET,"12,590"
1/2/2024,4751653,314058,UPG_DIGITAL_WALLET,640
1/2/2024,4751673,184362,UPG_DIGITAL_WALLET,"1,000"
1/2/2024,4751853,468162,COLLECTION,"1,500.01"
2/17/2024,5427736,328074,UPG_DIGITAL_WALLET,"2,000"
2/17/2024,5418574,506448,UPG_DIGITAL_WALLET,275
2/22/2024,5495727,495738,UPG_DIGITAL_WALLET,11
2/18/2024,5435568,296058,COLLECTION,"2,000"
2/22/2024,5495835,248808,COLLECTION,"2,000"
1/2/2024,4752141,528108,UPG_DIGITAL_WALLET,50
1/2/2024,4752195,89982,UPG_DIGITAL_WALLET,"1,000"
1/2/2024,4752225,245778,COLLECTION,"2,000.01"
1/2/2024,4752456,65256,COLLECTION,"9,000.01"
1/1/2024,4744276,156606,COLLECTION,"1,000.01"
1/2/2024,4752514,255564,UPG_DIGITAL_WALLET,500
2/22/2024,5495981,33006,COLLECTION,"1,000"
2/21/2024,5481551,4512,COLLECTION,"2,000"
2/19/2024,5450509,256404,UPG_DIGITAL_WALLET,300
2/18/2024,5435748,231696,COLLECTION,"2,700.90"
2/18/2024,5435762,187980,UPG_DIGITAL_WALLET,"4,000"
2/19/2024,5450521,498474,UPG_DIGITAL_WALLET,200
2/21/2024,5488134,26040,UPG_DIGITAL_WALLET,"1,000"
1/2/2024,4752735,317028,COLLECTION,"3,000.01"
1/2/2024,4752825,491400,UPG_DIGITAL_WALLET,200
2/17/2024,5418661,543348,UPG_DIGITAL_WALLET,10
2/21/2024,5488184,442920,UPG_DIGITAL_WALLET,"1,380"
1/2/2024,4753205,34560,UPG_DIGITAL_WALLET,100
1/2/2024,4753367,21150,UPG_DIGITAL_WALLET,"5,000"
2/17/2024,5418763,480204,UPG_DIGITAL_WALLET,"1,000"
3/22/2024,5939899,538608,UPG_DIGITAL_WALLET,500
2/17/2024,5427942,400842,UPG_DIGITAL_WALLET,200
2/20/2024,5473447,102990,UPG_DIGITAL_WALLET,110
2/19/2024,5464876,358542,UPG_DIGITAL_WALLET,300
2/17/2024,5428013,83448,COLLECTION,"1,000"
2/21/2024,5488281,546588,COLLECTION,"1,500"
1/2/2024,4753854,320196,COLLECTION,"1,000.01"
2/17/2024,5428229,208782,UPG_DIGITAL_WALLET,500
2/18/2024,5436162,547038,UPG_DIGITAL_WALLET,100
1/2/2024,4753975,40824,UPG_DIGITAL_WALLET,"6,000"
2/20/2024,5473455,500130,UPG_DIGITAL_WALLET,100
2/17/2024,5428061,87420,UPG_DIGITAL_WALLET,"2,000"
2/19/2024,5450773,471804,UPG_DIGITAL_WALLET,100
1/2/2024,4754433,540912,UPG_DIGITAL_WALLET,100
2/18/2024,5436355,511704,UPG_DIGITAL_WALLET,198
2/20/2024,5464991,212466,COLLECTION,"2,000"
2/18/2024,5436496,590856,UPG_DIGITAL_WALLET,"15,185"
2/18/2024,5436363,204468,UPG_DIGITAL_WALLET,800
2/18/2024,5436642,511194,UPG_DIGITAL_WALLET,"1,014"
1/2/2024,4754493,246942,UPG_DIGITAL_WALLET,492
2/17/2024,5419019,314082,COLLECTION,"2,000"
1/2/2024,4754717,93726,COLLECTION,"1,500.01"
1/2/2024,4754754,505014,UPG_DIGITAL_WALLET,200
2/22/2024,5500221,193686,COLLECTION,"1,000"
2/18/2024,5436681,192156,COLLECTION,400
1/2/2024,4755181,348606,COLLECTION,"1,000.01"
2/22/2024,5500360,52308,COLLECTION,"1,000"
2/22/2024,5504415,522492,UPG_DIGITAL_WALLET,40
2/22/2024,5506745,274680,UPG_DIGITAL_WALLET,"2,000"
2/22/2024,5506593,251916,COLLECTION,"1,000"
2/19/2024,5451025,384006,UPG_DIGITAL_WALLET,"3,000"
2/19/2024,5451040,444408,UPG_DIGITAL_WALLET,200
2/19/2024,5451021,480204,UPG_DIGITAL_WALLET,"1,000"
2/21/2024,5488606,258498,UPG_DIGITAL_WALLET,300
1/2/2024,4755470,492666,COLLECTION,"2,000.01"
1/2/2024,4755762,132702,COLLECTION,"1,100.01"
1/2/2024,4755558,586356,UPG_DIGITAL_WALLET,"6,000"
1/2/2024,4755785,111252,COLLECTION,"1,100.01"
2/20/2024,5473724,369414,COLLECTION,"4,650"
2/19/2024,5451099,24660,COLLECTION,"1,000"
2/21/2024,5488896,410874,UPG_DIGITAL_WALLET,500
2/21/2024,5488633,184950,COLLECTION,"2,000"
2/22/2024,5496245,260910,UPG_DIGITAL_WALLET,"1,000"
2/21/2024,5488784,69918,COLLECTION,"2,500"
2/18/2024,5436957,586086,COLLECTION,900
2/18/2024,5436842,107538,COLLECTION,"1,000"
2/22/2024,5496226,355578,UPG_DIGITAL_WALLET,195
2/21/2024,5488911,440916,UPG_DIGITAL_WALLET,250
2/21/2024,5488689,369414,COLLECTION,"1,500"
1/2/2024,4755844,61182,COLLECTION,"1,000.01"
2/20/2024,5473750,16416,COLLECTION,"4,000"
2/21/2024,5488678,21126,UPG_DIGITAL_WALLET,90
1/2/2024,4756269,96210,COLLECTION,"1,000.01"
2/21/2024,5488705,40410,COLLECTION,"1,100"
2/18/2024,5437127,39144,UPG_DIGITAL_WALLET,"1,700"
2/17/2024,5428402,583080,UPG_DIGITAL_WALLET,781
2/17/2024,5428405,484350,UPG_DIGITAL_WALLET,300
2/20/2024,5473784,391584,UPG_DIGITAL_WALLET,150
2/19/2024,5451164,511704,UPG_DIGITAL_WALLET,100
1/2/2024,4756431,269196,UPG_DIGITAL_WALLET,500
1/2/2024,4756912,52992,COLLECTION,"2,500.01"
1/2/2024,4756510,493962,UPG_DIGITAL_WALLET,500
2/18/2024,5437354,332088,UPG_DIGITAL_WALLET,"8,693"
2/20/2024,5473800,569220,UPG_DIGITAL_WALLET,50
1/2/2024,4756575,80016,UPG_DIGITAL_WALLET,200
2/20/2024,5474013,518670,UPG_DIGITAL_WALLET,100
1/2/2024,4756746,490782,UPG_DIGITAL_WALLET,600
1/2/2024,4756683,480228,COLLECTION,"2,000.01"
2/20/2024,5473877,292560,UPG_DIGITAL_WALLET,700
2/17/2024,5428619,208680,UPG_DIGITAL_WALLET,500
2/20/2024,5465289,7590,COLLECTION,"3,000"
2/17/2024,5419428,300390,UPG_DIGITAL_WALLET,"1,920"
2/20/2024,5465453,495156,UPG_DIGITAL_WALLET,"5,000"
2/19/2024,5451315,604212,COLLECTION,700
2/20/2024,5474056,326406,UPG_DIGITAL_WALLET,"2,000"
2/19/2024,5451327,231696,COLLECTION,"3,000"
2/20/2024,5473967,508188,UPG_DIGITAL_WALLET,100
2/17/2024,5428719,548742,UPG_DIGITAL_WALLET,200
1/2/2024,4757345,325830,UPG_DIGITAL_WALLET,"1,000"
2/17/2024,5428597,246732,UPG_DIGITAL_WALLET,300
2/17/2024,5419468,261210,UPG_DIGITAL_WALLET,500
2/17/2024,5428582,485682,COLLECTION,"1,000"
1/5/2024,4805074,310014,COLLECTION,"4,500.01"
2/24/2024,5532104,281340,UPG_DIGITAL_WALLET,500
2/24/2024,5532143,593118,COLLECTION,"5,000"
1/5/2024,4804992,114726,COLLECTION,"1,000.01"
1/5/2024,4805148,128082,UPG_DIGITAL_WALLET,600
1/5/2024,4805551,554088,UPG_DIGITAL_WALLET,50
1/5/2024,4805310,189966,COLLECTION,"1,000.01"
1/5/2024,4805358,511194,UPG_DIGITAL_WALLET,200
2/27/2024,5583011,474060,UPG_DIGITAL_WALLET,"2,000"
1/5/2024,4805577,17622,UPG_DIGITAL_WALLET,"3,000"
2/28/2024,5591506,129138,UPG_DIGITAL_WALLET,700
2/28/2024,5591499,33084,UPG_DIGITAL_WALLET,"1,000"
2/28/2024,5589258,117264,UPG_DIGITAL_WALLET,"2,000"
2/23/2024,5513036,83430,COLLECTION,"2,000"
2/23/2024,5513038,39408,UPG_DIGITAL_WALLET,"7,000"
2/24/2024,5523478,246798,UPG_DIGITAL_WALLET,100
1/5/2024,4805991,541602,UPG_DIGITAL_WALLET,150
2/24/2024,5523756,319266,UPG_DIGITAL_WALLET,500
2/26/2024,5568190,108600,UPG_DIGITAL_WALLET,"4,000"
1/5/2024,4806182,79902,UPG_DIGITAL_WALLET,300
2/23/2024,5513055,541458,UPG_DIGITAL_WALLET,11
2/26/2024,5559912,540912,UPG_DIGITAL_WALLET,100
2/24/2024,5523643,280566,COLLECTION,"3,000"
2/24/2024,5523538,38766,COLLECTION,"2,000"
1/5/2024,4806304,328086,COLLECTION,"1,000.01"
2/28/2024,5591504,322716,COLLECTION,"1,000"
2/26/2024,5568202,580056,UPG_DIGITAL_WALLET,200
2/28/2024,5593662,15972,UPG_DIGITAL_WALLET,"1,000"
1/5/2024,4806527,5496,UPG_DIGITAL_WALLET,"3,090"
2/23/2024,5513179,518052,UPG_DIGITAL_WALLET,50
1/5/2024,4806695,279684,UPG_DIGITAL_WALLET,700
1/5/2024,4806544,5496,UPG_DIGITAL_WALLET,"2,203"
1/5/2024,4806625,48870,UPG_DIGITAL_WALLET,500
1/5/2024,4806850,34752,UPG_DIGITAL_WALLET,200
3/23/2024,5948159,2724,COLLECTION,"1,000"
1/5/2024,4807014,232842,UPG_DIGITAL_WALLET,120
1/5/2024,4807149,350196,UPG_DIGITAL_WALLET,50
1/5/2024,4807061,202104,UPG_DIGITAL_WALLET,"1,000"
2/27/2024,5586736,160914,COLLECTION,"3,000"
2/24/2024,5532332,499452,UPG_DIGITAL_WALLET,"2,550"
1/5/2024,4807365,157620,UPG_DIGITAL_WALLET,"4,000"
2/22/2024,5495556,61698,COLLECTION,700
1/5/2024,4807339,476700,UPG_DIGITAL_WALLET,102
2/26/2024,5568418,148314,COLLECTION,"3,000"
1/5/2024,4807513,333006,UPG_DIGITAL_WALLET,"3,000"
2/23/2024,5513289,499896,UPG_DIGITAL_WALLET,500
1/5/2024,4807726,355494,UPG_DIGITAL_WALLET,20
1/5/2024,4807859,325830,UPG_DIGITAL_WALLET,"1,000"
2/23/2024,5513280,256260,UPG_DIGITAL_WALLET,50
2/24/2024,5532507,187512,COLLECTION,"2,000"
1/5/2024,4807834,56214,COLLECTION,"1,500.01"
2/28/2024,5591616,300660,UPG_DIGITAL_WALLET,205
2/24/2024,5532499,300690,UPG_DIGITAL_WALLET,"1,000"
1/5/2024,4807907,42378,UPG_DIGITAL_WALLET,750
1/6/2024,4808327,414702,COLLECTION,"1,000.01"
1/6/2024,4808314,484026,UPG_DIGITAL_WALLET,500
2/24/2024,5532700,93366,COLLECTION,"1,000"
1/6/2024,4808331,256584,UPG_DIGITAL_WALLET,200
2/26/2024,5568452,334266,UPG_DIGITAL_WALLET,500
2/24/2024,5523905,314058,UPG_DIGITAL_WALLET,570
2/26/2024,5568387,102240,COLLECTION,"1,000"
2/28/2024,5589330,470964,COLLECTION,"1,000"
2/27/2024,5578684,176202,UPG_DIGITAL_WALLET,800
2/26/2024,5560121,496422,COLLECTION,"1,000"
1/6/2024,4808573,34620,COLLECTION,"1,500.01"
1/6/2024,4808727,54276,COLLECTION,"2,500.01"
1/6/2024,4808755,201618,COLLECTION,"2,000.01"
2/26/2024,5568581,38766,COLLECTION,"1,000"
1/6/2024,4808936,251724,UPG_DIGITAL_WALLET,900
1/6/2024,4809002,495156,UPG_DIGITAL_WALLET,"20,000"
2/26/2024,5560137,599160,UPG_DIGITAL_WALLET,200
1/6/2024,4808968,444636,COLLECTION,"2,000.01"
2/23/2024,5513444,152592,UPG_DIGITAL_WALLET,50
2/28/2024,5591637,540912,UPG_DIGITAL_WALLET,50
2/27/2024,5578708,39306,COLLECTION,"20,000"
